Geography,Year,Sex,Age,Disease Name,Case Counts
Z3.6,2022Q1,MALE,ALL,Gonorrhea,3.0
Z3.6,2022Q1,MALE,ALL,Infectious Syphilis,3.0
Z3.6,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.6,2022Q1,BOTH,ALL,Gonorrhea,6.0
Z3.6,2022Q1,BOTH,ALL,Infectious Syphilis,6.0
Z3.6,2022Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.6,2022Q2,FEMALE,ALL,Gonorrhea,1.0
Z3.6,2022Q2,FEMALE,ALL,Infectious Syphilis,1.0
Z3.6,2022Q2,FEMALE,ALL,Non-infectious Syphilis,2.0
Z3.6,2022Q2,MALE,ALL,Gonorrhea,2.0
Z3.6,2022Q2,MALE,ALL,Infectious Syphilis,1.0
Z3.6,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.6,2022Q2,BOTH,ALL,Gonorrhea,3.0
Z3.6,2022Q2,BOTH,ALL,Infectious Syphilis,2.0
Z3.6,2022Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.6,2022Q3,FEMALE,ALL,Gonorrhea,1.0
Z3.6,2022Q3,FEMALE,ALL,Infectious Syphilis,0.0
Z3.6,2022Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.6,2022Q3,MALE,ALL,Gonorrhea,3.0
Z3.6,2022Q3,MALE,ALL,Infectious Syphilis,1.0
Z3.6,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.6,2022Q3,BOTH,ALL,Gonorrhea,4.0
Z3.6,2022Q3,BOTH,ALL,Infectious Syphilis,1.0
Z3.6,2022Q3,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q1,FEMALE,ALL,Gonorrhea,14.0
Z3.7,2019Q1,FEMALE,ALL,Infectious Syphilis,3.0
Z3.7,2019Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q1,MALE,ALL,Gonorrhea,13.0
Z3.7,2019Q1,MALE,ALL,Infectious Syphilis,4.0
Z3.7,2019Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2019Q1,BOTH,ALL,Gonorrhea,27.0
Z3.7,2019Q1,BOTH,ALL,Infectious Syphilis,7.0
Z3.7,2019Q1,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.7,2019Q2,FEMALE,ALL,Gonorrhea,13.0
Z3.7,2019Q2,FEMALE,ALL,Infectious Syphilis,0.0
Z3.7,2019Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q2,MALE,ALL,Gonorrhea,19.0
Z3.7,2019Q2,MALE,ALL,Infectious Syphilis,1.0
Z3.7,2019Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q2,BOTH,ALL,Gonorrhea,32.0
Z3.7,2019Q2,BOTH,ALL,Infectious Syphilis,1.0
Z3.7,2019Q2,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q3,FEMALE,ALL,Gonorrhea,29.0
Z3.7,2019Q3,FEMALE,ALL,Infectious Syphilis,5.0
Z3.7,2019Q3,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2019Q3,MALE,ALL,Gonorrhea,41.0
Z3.7,2019Q3,MALE,ALL,Infectious Syphilis,0.0
Z3.7,2019Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q3,BOTH,ALL,Gonorrhea,70.0
Z3.7,2019Q3,BOTH,ALL,Infectious Syphilis,5.0
Z3.7,2019Q3,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.7,2019Q4,FEMALE,ALL,Gonorrhea,23.0
Z3.7,2019Q4,FEMALE,ALL,Infectious Syphilis,4.0
Z3.7,2019Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q4,MALE,ALL,Gonorrhea,27.0
Z3.7,2019Q4,MALE,ALL,Infectious Syphilis,12.0
Z3.7,2019Q4,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2019Q4,BOTH,ALL,Gonorrhea,50.0
Z3.7,2019Q4,BOTH,ALL,Infectious Syphilis,16.0
Z3.7,2019Q4,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.7,2020Q1,FEMALE,ALL,Gonorrhea,18.0
Z3.7,2020Q1,FEMALE,ALL,Infectious Syphilis,8.0
Z3.7,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2020Q1,MALE,ALL,Gonorrhea,22.0
Z3.7,2020Q1,MALE,ALL,Infectious Syphilis,13.0
Z3.7,2020Q1,MALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2020Q1,BOTH,ALL,Gonorrhea,40.0
Z3.7,2020Q1,BOTH,ALL,Infectious Syphilis,21.0
Z3.7,2020Q1,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.7,2020Q2,FEMALE,ALL,Gonorrhea,6.0
Z3.7,2020Q2,FEMALE,ALL,Infectious Syphilis,7.0
Z3.7,2020Q2,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2020Q2,MALE,ALL,Gonorrhea,7.0
Z3.7,2020Q2,MALE,ALL,Infectious Syphilis,14.0
Z3.7,2020Q2,MALE,ALL,Non-infectious Syphilis,2.0
Z3.7,2020Q2,BOTH,ALL,Gonorrhea,13.0
Z3.7,2020Q2,BOTH,ALL,Infectious Syphilis,21.0
Z3.7,2020Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.7,2020Q3,FEMALE,ALL,Gonorrhea,32.0
Z3.7,2020Q3,FEMALE,ALL,Infectious Syphilis,12.0
Z3.7,2020Q3,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2020Q3,MALE,ALL,Gonorrhea,22.0
Z3.7,2020Q3,MALE,ALL,Infectious Syphilis,15.0
Z3.7,2020Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z3.7,2020Q3,BOTH,ALL,Gonorrhea,54.0
Z3.7,2020Q3,BOTH,ALL,Infectious Syphilis,27.0
Z3.7,2020Q3,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.7,2020Q4,FEMALE,ALL,Gonorrhea,20.0
Z3.7,2020Q4,FEMALE,ALL,Infectious Syphilis,7.0
Z3.7,2020Q4,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2020Q4,MALE,ALL,Gonorrhea,22.0
Z3.7,2020Q4,MALE,ALL,Infectious Syphilis,9.0
Z3.7,2020Q4,MALE,ALL,Non-infectious Syphilis,3.0
Z3.7,2020Q4,BOTH,ALL,Gonorrhea,42.0
Z3.7,2020Q4,BOTH,ALL,Infectious Syphilis,16.0
Z3.7,2020Q4,BOTH,ALL,Non-infectious Syphilis,4.0
Z3.7,2021Q1,FEMALE,ALL,Gonorrhea,21.0
Z3.7,2021Q1,FEMALE,ALL,Infectious Syphilis,15.0
Z3.7,2021Q1,FEMALE,ALL,Non-infectious Syphilis,4.0
Z3.7,2021Q1,MALE,ALL,Gonorrhea,14.0
Z3.7,2021Q1,MALE,ALL,Infectious Syphilis,16.0
Z3.7,2021Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z3.7,2021Q1,BOTH,ALL,Gonorrhea,35.0
Z3.7,2021Q1,BOTH,ALL,Infectious Syphilis,31.0
Z3.7,2021Q1,BOTH,ALL,Non-infectious Syphilis,6.0
Z3.7,2021Q2,FEMALE,ALL,Gonorrhea,10.0
Z3.7,2021Q2,FEMALE,ALL,Infectious Syphilis,12.0
Z3.7,2021Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2021Q2,MALE,ALL,Gonorrhea,7.0
Z3.7,2021Q2,MALE,ALL,Infectious Syphilis,18.0
Z3.7,2021Q2,MALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2021Q2,BOTH,ALL,Gonorrhea,17.0
Z3.7,2021Q2,BOTH,ALL,Infectious Syphilis,30.0
Z3.7,2021Q2,BOTH,ALL,Non-infectious Syphilis,2.0
Z3.7,2021Q3,FEMALE,ALL,Gonorrhea,9.0
Z3.7,2021Q3,FEMALE,ALL,Infectious Syphilis,7.0
Z3.7,2021Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z3.7,2021Q3,MALE,ALL,Gonorrhea,9.0
Z3.7,2021Q3,MALE,ALL,Infectious Syphilis,12.0
Z3.7,2021Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2021Q3,BOTH,ALL,Gonorrhea,18.0
Z3.7,2021Q3,BOTH,ALL,Infectious Syphilis,19.0
Z3.7,2021Q3,BOTH,ALL,Non-infectious Syphilis,5.0
Z3.7,2021Q4,FEMALE,ALL,Gonorrhea,12.0
Z3.7,2021Q4,FEMALE,ALL,Infectious Syphilis,20.0
Z3.7,2021Q4,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2021Q4,MALE,ALL,Gonorrhea,16.0
Z3.7,2021Q4,MALE,ALL,Infectious Syphilis,15.0
Z3.7,2021Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2021Q4,BOTH,ALL,Gonorrhea,28.0
Z3.7,2021Q4,BOTH,ALL,Infectious Syphilis,35.0
Z3.7,2021Q4,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.7,2022Q1,FEMALE,ALL,Gonorrhea,35.0
Z3.7,2022Q1,FEMALE,ALL,Infectious Syphilis,11.0
Z3.7,2022Q1,FEMALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2022Q1,MALE,ALL,Gonorrhea,18.0
Z3.7,2022Q1,MALE,ALL,Infectious Syphilis,12.0
Z3.7,2022Q1,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2022Q1,BOTH,ALL,Gonorrhea,53.0
Z3.7,2022Q1,BOTH,ALL,Infectious Syphilis,23.0
Z3.7,2022Q1,BOTH,ALL,Non-infectious Syphilis,0.0
Z3.7,2022Q2,FEMALE,ALL,Gonorrhea,30.0
Z3.7,2022Q2,FEMALE,ALL,Infectious Syphilis,15.0
Z3.7,2022Q2,FEMALE,ALL,Non-infectious Syphilis,1.0
Z3.7,2022Q2,MALE,ALL,Gonorrhea,26.0
Z3.7,2022Q2,MALE,ALL,Infectious Syphilis,15.0
Z3.7,2022Q2,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2022Q2,BOTH,ALL,Gonorrhea,56.0
Z3.7,2022Q2,BOTH,ALL,Infectious Syphilis,30.0
Z3.7,2022Q2,BOTH,ALL,Non-infectious Syphilis,1.0
Z3.7,2022Q3,FEMALE,ALL,Gonorrhea,19.0
Z3.7,2022Q3,FEMALE,ALL,Infectious Syphilis,10.0
Z3.7,2022Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z3.7,2022Q3,MALE,ALL,Gonorrhea,20.0
Z3.7,2022Q3,MALE,ALL,Infectious Syphilis,18.0
Z3.7,2022Q3,MALE,ALL,Non-infectious Syphilis,0.0
Z3.7,2022Q3,BOTH,ALL,Gonorrhea,39.0
Z3.7,2022Q3,BOTH,ALL,Infectious Syphilis,28.0
Z3.7,2022Q3,BOTH,ALL,Non-infectious Syphilis,4.0
Z4.1,2019Q1,FEMALE,ALL,Gonorrhea,58.0
Z4.1,2019Q1,FEMALE,ALL,Infectious Syphilis,44.0
Z4.1,2019Q1,FEMALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2019Q1,MALE,ALL,Gonorrhea,70.0
Z4.1,2019Q1,MALE,ALL,Infectious Syphilis,35.0
Z4.1,2019Q1,MALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2019Q1,BOTH,ALL,Gonorrhea,128.0
Z4.1,2019Q1,BOTH,ALL,Infectious Syphilis,79.0
Z4.1,2019Q1,BOTH,ALL,Non-infectious Syphilis,8.0
Z4.1,2019Q2,FEMALE,ALL,Gonorrhea,57.0
Z4.1,2019Q2,FEMALE,ALL,Infectious Syphilis,41.0
Z4.1,2019Q2,FEMALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2019Q2,MALE,ALL,Gonorrhea,63.0
Z4.1,2019Q2,MALE,ALL,Infectious Syphilis,40.0
Z4.1,2019Q2,MALE,ALL,Non-infectious Syphilis,3.0
Z4.1,2019Q2,BOTH,ALL,Gonorrhea,120.0
Z4.1,2019Q2,BOTH,ALL,Infectious Syphilis,81.0
Z4.1,2019Q2,BOTH,ALL,Non-infectious Syphilis,7.0
Z4.1,2019Q3,FEMALE,ALL,Gonorrhea,54.0
Z4.1,2019Q3,FEMALE,ALL,Infectious Syphilis,40.0
Z4.1,2019Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2019Q3,MALE,ALL,Gonorrhea,75.0
Z4.1,2019Q3,MALE,ALL,Infectious Syphilis,56.0
Z4.1,2019Q3,MALE,ALL,Non-infectious Syphilis,1.0
Z4.1,2019Q3,BOTH,ALL,Gonorrhea,130.0
Z4.1,2019Q3,BOTH,ALL,Infectious Syphilis,97.0
Z4.1,2019Q3,BOTH,ALL,Non-infectious Syphilis,5.0
Z4.1,2019Q4,FEMALE,ALL,Gonorrhea,52.0
Z4.1,2019Q4,FEMALE,ALL,Infectious Syphilis,34.0
Z4.1,2019Q4,FEMALE,ALL,Non-infectious Syphilis,6.0
Z4.1,2019Q4,MALE,ALL,Gonorrhea,78.0
Z4.1,2019Q4,MALE,ALL,Infectious Syphilis,40.0
Z4.1,2019Q4,MALE,ALL,Non-infectious Syphilis,2.0
Z4.1,2019Q4,BOTH,ALL,Gonorrhea,130.0
Z4.1,2019Q4,BOTH,ALL,Infectious Syphilis,74.0
Z4.1,2019Q4,BOTH,ALL,Non-infectious Syphilis,8.0
Z4.1,2020Q1,FEMALE,ALL,Gonorrhea,54.0
Z4.1,2020Q1,FEMALE,ALL,Infectious Syphilis,37.0
Z4.1,2020Q1,FEMALE,ALL,Non-infectious Syphilis,1.0
Z4.1,2020Q1,MALE,ALL,Gonorrhea,83.0
Z4.1,2020Q1,MALE,ALL,Infectious Syphilis,43.0
Z4.1,2020Q1,MALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2020Q1,BOTH,ALL,Gonorrhea,137.0
Z4.1,2020Q1,BOTH,ALL,Infectious Syphilis,80.0
Z4.1,2020Q1,BOTH,ALL,Non-infectious Syphilis,6.0
Z4.1,2020Q2,FEMALE,ALL,Gonorrhea,30.0
Z4.1,2020Q2,FEMALE,ALL,Infectious Syphilis,26.0
Z4.1,2020Q2,FEMALE,ALL,Non-infectious Syphilis,2.0
Z4.1,2020Q2,MALE,ALL,Gonorrhea,62.0
Z4.1,2020Q2,MALE,ALL,Infectious Syphilis,30.0
Z4.1,2020Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2020Q2,BOTH,ALL,Gonorrhea,93.0
Z4.1,2020Q2,BOTH,ALL,Infectious Syphilis,56.0
Z4.1,2020Q2,BOTH,ALL,Non-infectious Syphilis,7.0
Z4.1,2020Q3,FEMALE,ALL,Gonorrhea,62.0
Z4.1,2020Q3,FEMALE,ALL,Infectious Syphilis,24.0
Z4.1,2020Q3,FEMALE,ALL,Non-infectious Syphilis,3.0
Z4.1,2020Q3,MALE,ALL,Gonorrhea,67.0
Z4.1,2020Q3,MALE,ALL,Infectious Syphilis,46.0
Z4.1,2020Q3,MALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2020Q3,BOTH,ALL,Gonorrhea,130.0
Z4.1,2020Q3,BOTH,ALL,Infectious Syphilis,70.0
Z4.1,2020Q3,BOTH,ALL,Non-infectious Syphilis,7.0
Z4.1,2020Q4,FEMALE,ALL,Gonorrhea,54.0
Z4.1,2020Q4,FEMALE,ALL,Infectious Syphilis,33.0
Z4.1,2020Q4,FEMALE,ALL,Non-infectious Syphilis,3.0
Z4.1,2020Q4,MALE,ALL,Gonorrhea,75.0
Z4.1,2020Q4,MALE,ALL,Infectious Syphilis,36.0
Z4.1,2020Q4,MALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2020Q4,BOTH,ALL,Gonorrhea,129.0
Z4.1,2020Q4,BOTH,ALL,Infectious Syphilis,70.0
Z4.1,2020Q4,BOTH,ALL,Non-infectious Syphilis,8.0
Z4.1,2021Q1,FEMALE,ALL,Gonorrhea,57.0
Z4.1,2021Q1,FEMALE,ALL,Infectious Syphilis,33.0
Z4.1,2021Q1,FEMALE,ALL,Non-infectious Syphilis,3.0
Z4.1,2021Q1,MALE,ALL,Gonorrhea,48.0
Z4.1,2021Q1,MALE,ALL,Infectious Syphilis,37.0
Z4.1,2021Q1,MALE,ALL,Non-infectious Syphilis,7.0
Z4.1,2021Q1,BOTH,ALL,Gonorrhea,105.0
Z4.1,2021Q1,BOTH,ALL,Infectious Syphilis,70.0
Z4.1,2021Q1,BOTH,ALL,Non-infectious Syphilis,10.0
Z4.1,2021Q2,FEMALE,ALL,Gonorrhea,54.0
Z4.1,2021Q2,FEMALE,ALL,Infectious Syphilis,39.0
Z4.1,2021Q2,FEMALE,ALL,Non-infectious Syphilis,6.0
Z4.1,2021Q2,MALE,ALL,Gonorrhea,64.0
Z4.1,2021Q2,MALE,ALL,Infectious Syphilis,49.0
Z4.1,2021Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2021Q2,BOTH,ALL,Gonorrhea,118.0
Z4.1,2021Q2,BOTH,ALL,Infectious Syphilis,88.0
Z4.1,2021Q2,BOTH,ALL,Non-infectious Syphilis,11.0
Z4.1,2021Q3,FEMALE,ALL,Gonorrhea,75.0
Z4.1,2021Q3,FEMALE,ALL,Infectious Syphilis,33.0
Z4.1,2021Q3,FEMALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2021Q3,MALE,ALL,Gonorrhea,77.0
Z4.1,2021Q3,MALE,ALL,Infectious Syphilis,51.0
Z4.1,2021Q3,MALE,ALL,Non-infectious Syphilis,6.0
Z4.1,2021Q3,BOTH,ALL,Gonorrhea,152.0
Z4.1,2021Q3,BOTH,ALL,Infectious Syphilis,84.0
Z4.1,2021Q3,BOTH,ALL,Non-infectious Syphilis,11.0
Z4.1,2021Q4,FEMALE,ALL,Gonorrhea,65.0
Z4.1,2021Q4,FEMALE,ALL,Infectious Syphilis,30.0
Z4.1,2021Q4,FEMALE,ALL,Non-infectious Syphilis,9.0
Z4.1,2021Q4,MALE,ALL,Gonorrhea,69.0
Z4.1,2021Q4,MALE,ALL,Infectious Syphilis,40.0
Z4.1,2021Q4,MALE,ALL,Non-infectious Syphilis,1.0
Z4.1,2021Q4,BOTH,ALL,Gonorrhea,134.0
Z4.1,2021Q4,BOTH,ALL,Infectious Syphilis,70.0
Z4.1,2021Q4,BOTH,ALL,Non-infectious Syphilis,10.0
Z4.1,2022Q1,FEMALE,ALL,Gonorrhea,62.0
Z4.1,2022Q1,FEMALE,ALL,Infectious Syphilis,40.0
Z4.1,2022Q1,FEMALE,ALL,Non-infectious Syphilis,10.0
Z4.1,2022Q1,MALE,ALL,Gonorrhea,63.0
Z4.1,2022Q1,MALE,ALL,Infectious Syphilis,37.0
Z4.1,2022Q1,MALE,ALL,Non-infectious Syphilis,2.0
Z4.1,2022Q1,BOTH,ALL,Gonorrhea,125.0
Z4.1,2022Q1,BOTH,ALL,Infectious Syphilis,77.0
Z4.1,2022Q1,BOTH,ALL,Non-infectious Syphilis,12.0
Z4.1,2022Q2,FEMALE,ALL,Gonorrhea,53.0
Z4.1,2022Q2,FEMALE,ALL,Infectious Syphilis,25.0
Z4.1,2022Q2,FEMALE,ALL,Non-infectious Syphilis,3.0
Z4.1,2022Q2,MALE,ALL,Gonorrhea,68.0
Z4.1,2022Q2,MALE,ALL,Infectious Syphilis,32.0
Z4.1,2022Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z4.1,2022Q2,BOTH,ALL,Gonorrhea,121.0
Z4.1,2022Q2,BOTH,ALL,Infectious Syphilis,58.0
Z4.1,2022Q2,BOTH,ALL,Non-infectious Syphilis,8.0
Z4.1,2022Q3,FEMALE,ALL,Gonorrhea,63.0
Z4.1,2022Q3,FEMALE,ALL,Infectious Syphilis,30.0
Z4.1,2022Q3,FEMALE,ALL,Non-infectious Syphilis,4.0
Z4.1,2022Q3,MALE,ALL,Gonorrhea,56.0
Z4.1,2022Q3,MALE,ALL,Infectious Syphilis,28.0
Z4.1,2022Q3,MALE,ALL,Non-infectious Syphilis,2.0
Z4.1,2022Q3,BOTH,ALL,Gonorrhea,119.0
Z4.1,2022Q3,BOTH,ALL,Infectious Syphilis,58.0
Z4.1,2022Q3,BOTH,ALL,Non-infectious Syphilis,6.0
Z4.2,2019Q1,FEMALE,ALL,Gonorrhea,115.0
Z4.2,2019Q1,FEMALE,ALL,Infectious Syphilis,96.0
Z4.2,2019Q1,FEMALE,ALL,Non-infectious Syphilis,2.0
Z4.2,2019Q1,MALE,ALL,Gonorrhea,128.0
Z4.2,2019Q1,MALE,ALL,Infectious Syphilis,85.0
Z4.2,2019Q1,MALE,ALL,Non-infectious Syphilis,3.0
Z4.2,2019Q1,BOTH,ALL,Gonorrhea,243.0
Z4.2,2019Q1,BOTH,ALL,Infectious Syphilis,181.0
Z4.2,2019Q1,BOTH,ALL,Non-infectious Syphilis,5.0
Z4.2,2019Q2,FEMALE,ALL,Gonorrhea,97.0
Z4.2,2019Q2,FEMALE,ALL,Infectious Syphilis,94.0
Z4.2,2019Q2,FEMALE,ALL,Non-infectious Syphilis,6.0
Z4.2,2019Q2,MALE,ALL,Gonorrhea,121.0
Z4.2,2019Q2,MALE,ALL,Infectious Syphilis,98.0
Z4.2,2019Q2,MALE,ALL,Non-infectious Syphilis,9.0
Z4.2,2019Q2,BOTH,ALL,Gonorrhea,218.0
Z4.2,2019Q2,BOTH,ALL,Infectious Syphilis,192.0
Z4.2,2019Q2,BOTH,ALL,Non-infectious Syphilis,15.0
Z4.2,2019Q3,FEMALE,ALL,Gonorrhea,131.0
Z4.2,2019Q3,FEMALE,ALL,Infectious Syphilis,82.0
Z4.2,2019Q3,FEMALE,ALL,Non-infectious Syphilis,7.0
Z4.2,2019Q3,MALE,ALL,Gonorrhea,136.0
Z4.2,2019Q3,MALE,ALL,Infectious Syphilis,99.0
Z4.2,2019Q3,MALE,ALL,Non-infectious Syphilis,11.0
Z4.2,2019Q3,BOTH,ALL,Gonorrhea,267.0
Z4.2,2019Q3,BOTH,ALL,Infectious Syphilis,181.0
Z4.2,2019Q3,BOTH,ALL,Non-infectious Syphilis,18.0
Z4.2,2019Q4,FEMALE,ALL,Gonorrhea,115.0
Z4.2,2019Q4,FEMALE,ALL,Infectious Syphilis,96.0
Z4.2,2019Q4,FEMALE,ALL,Non-infectious Syphilis,4.0
Z4.2,2019Q4,MALE,ALL,Gonorrhea,142.0
Z4.2,2019Q4,MALE,ALL,Infectious Syphilis,86.0
Z4.2,2019Q4,MALE,ALL,Non-infectious Syphilis,11.0
Z4.2,2019Q4,BOTH,ALL,Gonorrhea,257.0
Z4.2,2019Q4,BOTH,ALL,Infectious Syphilis,182.0
Z4.2,2019Q4,BOTH,ALL,Non-infectious Syphilis,15.0
Z4.2,2020Q1,FEMALE,ALL,Gonorrhea,105.0
Z4.2,2020Q1,FEMALE,ALL,Infectious Syphilis,95.0
Z4.2,2020Q1,FEMALE,ALL,Non-infectious Syphilis,10.0
Z4.2,2020Q1,MALE,ALL,Gonorrhea,126.0
Z4.2,2020Q1,MALE,ALL,Infectious Syphilis,78.0
Z4.2,2020Q1,MALE,ALL,Non-infectious Syphilis,9.0
Z4.2,2020Q1,BOTH,ALL,Gonorrhea,231.0
Z4.2,2020Q1,BOTH,ALL,Infectious Syphilis,173.0
Z4.2,2020Q1,BOTH,ALL,Non-infectious Syphilis,19.0
Z4.2,2020Q2,FEMALE,ALL,Gonorrhea,89.0
Z4.2,2020Q2,FEMALE,ALL,Infectious Syphilis,68.0
Z4.2,2020Q2,FEMALE,ALL,Non-infectious Syphilis,6.0
Z4.2,2020Q2,MALE,ALL,Gonorrhea,105.0
Z4.2,2020Q2,MALE,ALL,Infectious Syphilis,69.0
Z4.2,2020Q2,MALE,ALL,Non-infectious Syphilis,8.0
Z4.2,2020Q2,BOTH,ALL,Gonorrhea,194.0
Z4.2,2020Q2,BOTH,ALL,Infectious Syphilis,137.0
Z4.2,2020Q2,BOTH,ALL,Non-infectious Syphilis,14.0
Z4.2,2020Q3,FEMALE,ALL,Gonorrhea,123.0
Z4.2,2020Q3,FEMALE,ALL,Infectious Syphilis,52.0
Z4.2,2020Q3,FEMALE,ALL,Non-infectious Syphilis,10.0
Z4.2,2020Q3,MALE,ALL,Gonorrhea,141.0
Z4.2,2020Q3,MALE,ALL,Infectious Syphilis,73.0
Z4.2,2020Q3,MALE,ALL,Non-infectious Syphilis,9.0
Z4.2,2020Q3,BOTH,ALL,Gonorrhea,264.0
Z4.2,2020Q3,BOTH,ALL,Infectious Syphilis,125.0
Z4.2,2020Q3,BOTH,ALL,Non-infectious Syphilis,19.0
Z4.2,2020Q4,FEMALE,ALL,Gonorrhea,100.0
Z4.2,2020Q4,FEMALE,ALL,Infectious Syphilis,65.0
Z4.2,2020Q4,FEMALE,ALL,Non-infectious Syphilis,7.0
Z4.2,2020Q4,MALE,ALL,Gonorrhea,96.0
Z4.2,2020Q4,MALE,ALL,Infectious Syphilis,62.0
Z4.2,2020Q4,MALE,ALL,Non-infectious Syphilis,9.0
Z4.2,2020Q4,BOTH,ALL,Gonorrhea,196.0
Z4.2,2020Q4,BOTH,ALL,Infectious Syphilis,127.0
Z4.2,2020Q4,BOTH,ALL,Non-infectious Syphilis,16.0
Z4.2,2021Q1,FEMALE,ALL,Gonorrhea,105.0
Z4.2,2021Q1,FEMALE,ALL,Infectious Syphilis,86.0
Z4.2,2021Q1,FEMALE,ALL,Non-infectious Syphilis,8.0
Z4.2,2021Q1,MALE,ALL,Gonorrhea,109.0
Z4.2,2021Q1,MALE,ALL,Infectious Syphilis,103.0
Z4.2,2021Q1,MALE,ALL,Non-infectious Syphilis,12.0
Z4.2,2021Q1,BOTH,ALL,Gonorrhea,215.0
Z4.2,2021Q1,BOTH,ALL,Infectious Syphilis,189.0
Z4.2,2021Q1,BOTH,ALL,Non-infectious Syphilis,20.0
Z4.2,2021Q2,FEMALE,ALL,Gonorrhea,126.0
Z4.2,2021Q2,FEMALE,ALL,Infectious Syphilis,64.0
Z4.2,2021Q2,FEMALE,ALL,Non-infectious Syphilis,6.0
Z4.2,2021Q2,MALE,ALL,Gonorrhea,132.0
Z4.2,2021Q2,MALE,ALL,Infectious Syphilis,88.0
Z4.2,2021Q2,MALE,ALL,Non-infectious Syphilis,5.0
Z4.2,2021Q2,BOTH,ALL,Gonorrhea,259.0
Z4.2,2021Q2,BOTH,ALL,Infectious Syphilis,152.0
Z4.2,2021Q2,BOTH,ALL,Non-infectious Syphilis,11.0
Z4.2,2021Q3,FEMALE,ALL,Gonorrhea,136.0
Z4.2,2021Q3,FEMALE,ALL,Infectious Syphilis,72.0
Z4.2,2021Q3,FEMALE,ALL,Non-infectious Syphilis,5.0
Z4.2,2021Q3,MALE,ALL,Gonorrhea,146.0
Z4.2,2021Q3,MALE,ALL,Infectious Syphilis,75.0
Z4.2,2021Q3,MALE,ALL,Non-infectious Syphilis,5.0
Z4.2,2021Q3,BOTH,ALL,Gonorrhea,283.0
Z4.2,2021Q3,BOTH,ALL,Infectious Syphilis,147.0
Z4.2,2021Q3,BOTH,ALL,Non-infectious Syphilis,10.0
Z4.2,2021Q4,FEMALE,ALL,Gonorrhea,156.0
Z4.2,2021Q4,FEMALE,ALL,Infectious Syphilis,81.0
Z4.2,2021Q4,FEMALE,ALL,Non-infectious Syphilis,8.0
Z4.2,2021Q4,MALE,ALL,Gonorrhea,119.0
Z4.2,2021Q4,MALE,ALL,Infectious Syphilis,88.0
Z4.2,2021Q4,MALE,ALL,Non-infectious Syphilis,8.0
